1.005000,1.007828,1.025000,1.030455,1.042576
1.169848,1.739545,4.025000,3.861566,2.859545
1.168232,4.288636,9.025000,9.761364,4.881768
1.005000,9.501162,20.025000,22.245404,10.436515
1.005000,33.238939,68.025000,78.811061,20.842576
